query_id,research_version_id,lexical_form_id,concept_id,concept_label,family_id,family_code,primary_layer_code,anchor_id,anchor_label,strict_start_year,strict_end_year,contextual_start_year,contextual_end_year,surface_form,normalized_form,query_type,query_classification,interpretation_class,ngram_compatibility_status,ngram_execution_eligible,ngram_compatibility_reason,case_policy,hyphenation_policy,orthographic_policy,ocr_policy,production_allowed,ambiguity_risk,precision_risk,recall_risk,retrieval_smoothing,expected_voice_code,source_strata,review_priority,minimum_context,exclusions_note,valid_match_pattern,invalid_match_pattern,reconstructed,provenance_status,source_report,source_page,source_seed_candidate_id,provenance_note
FT-Q-V01-057,fear-temperature-quant-v0.1-provisional,FT-LF-Q-414A5E4ACC4C,FT-C-CLIMATE_SYSTEM_WARMING,climate-system warming,FT-F03,warming,A,FT-A1988,1988,1988,1988,1986,1990,climate warming,climate warming,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V2,S1988-TORONTO,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-17,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-058,fear-temperature-quant-v0.1-provisional,FT-LF-Q-835D1B2C62F6,FT-C-GENERIC_DAMAGE,generic damage,FT-F14,harm_loss_consequences,D,FT-A1988,1988,1988,1988,1986,1990,changed climatic extremes,changed climatic extremes,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V2,S1988-TORONTO,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-18,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-059,fear-temperature-quant-v0.1-provisional,FT-LF-Q-D9F4E03ECD3C,FT-C-INSTITUTIONAL_CLIMATE_THREAT,institutional climate threat,FT-F11,danger_threat,D,FT-A1988,1988,1988,1988,1986,1990,major threat,major threat,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V2,S1988-TORONTO,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-19,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-060,fear-temperature-quant-v0.1-provisional,FT-LF-Q-46EB269CA604,FT-C-GENERIC_DAMAGE,generic damage,FT-F14,harm_loss_consequences,D,FT-A1988,1988,1988,1988,1986,1990,harmful consequences,harmful consequences,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V2,S1988-TORONTO,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,FT-SEED-R1B-P-1988-20,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-061,fear-temperature-quant-v0.1-provisional,FT-LF-Q-5CB98FEF6FA4,FT-C-CLIMATE_SYSTEM_WARMING,climate-system warming,FT-F03,warming,A,FT-A0607,2006–2007,2006,2007,2005,2008,warming of the climate system,warming of the climate system,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,MEDIUM,0,V1,S0607-IPCC,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,FT-SEED-R1B-P-0607-01,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-062,fear-temperature-quant-v0.1-provisional,FT-LF-Q-EB0AC7A243F7,FT-C-HISTORICAL_CLIMATE_CONDITION,historical climate / climatological condition,FT-F04,climate,B,FT-A0607,2006–2007,2006,2007,2005,2008,unequivocal,unequivocal,EXACT_STRING,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,MEDIUM,LOW,0,V1,S0607-IPCC,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,FT-SEED-R1B-P-0607-02,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-063,fear-temperature-quant-v0.1-provisional,FT-LF-Q-1E29089B88E2,FT-C-GLOBAL_AGGREGATE_TEMPERATURE,global aggregate temperature,FT-F01,temperature_threshold,A,FT-A0607,2006–2007,2006,2007,2005,2008,global average air and ocean temperatures,global average air and ocean temperatures,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,MEDIUM,0,V1,S0607-IPCC,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,FT-SEED-R1B-P-0607-03,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-064,fear-temperature-quant-v0.1-provisional,FT-LF-Q-D29EC99EC7EF,FT-C-GLOBAL_AGGREGATE_TEMPERATURE,global aggregate temperature,FT-F01,temperature_threshold,A,FT-A0607,2006–2007,2006,2007,2005,2008,global surface temperature,global surface temperature,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S0607-IPCC,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,FT-SEED-R1B-P-0607-04,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-065,fear-temperature-quant-v0.1-provisional,FT-LF-TEMPERATURE_INCREASE,FT-C-TEMPERATURE_INCREASE,temperature increase,FT-F03,warming,A,FT-A0607,2006–2007,2006,2007,2005,2008,temperature increase,temperature increase,EXACT_PHRASE,EXECUTABLE_NGRAM,CLIMATE_SPECIFIC,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S0607-IPCC,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,FT-SEED-R1B-P-0607-05,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-066,fear-temperature-quant-v0.1-provisional,FT-LF-Q-3201497BBD4C,FT-C-GENERIC_DAMAGE,generic damage,FT-F14,harm_loss_consequences,D,FT-A0607,2006–2007,2006,2007,2005,2008,rising global average sea level,rising global average sea level,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,MEDIUM,0,V1,S0607-IPCC,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,FT-SEED-R1B-P-0607-06,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-067,fear-temperature-quant-v0.1-provisional,FT-LF-Q-0F1F2D5093C1,FT-C-GENERIC_DAMAGE,generic damage,FT-F14,harm_loss_consequences,D,FT-A0607,2006–2007,2006,2007,2005,2008,widespread melting of snow and ice,widespread melting of snow and ice,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,MEDIUM,0,V1,S0607-IPCC,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,FT-SEED-R1B-P-0607-07,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-068,fear-temperature-quant-v0.1-provisional,FT-LF-Q-7892B446EBBC,FT-C-ANTHROPOGENIC_CARBON_DIOXIDE_PRODUCTION,anthropogenic carbon-dioxide production,FT-F05,carbon_greenhouse,B,FT-A0607,2006–2007,2006,2007,2005,2008,anthropogenic CO₂,anthropogenic co2,EXACT_PHRASE,EXECUTABLE_CORPUS_ONLY,CONTEXT_REQUIRED,NUMERIC_OR_SYMBOLIC,False,Degree/subscript notation is not queried as an isolated public-interface Ngram.,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,HIGH,HIGH,0,V1,S0607-IPCC,HIGH,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,FT-SEED-R1B-P-0607-08,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
